"occupation_id","task_id","source_id","source_role","exposure_score","augmentation_score","automation_score","evidence_weight","confidence","promotion_status","notes"
"occ_11_1021_00","task_occ_11_1021_00_933","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.7420","0.1800","0.4828","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_944","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.2375","0.4213","0.2500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_944","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.2000","0.0720","0.1800","0.3332","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_945","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.6000","0.4100","1.0000","0.7700","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_1021_00","task_occ_11_1021_00_945","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_945","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0100","0.0070","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_947","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_947","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5200","0.6800","0.0460","0.1800","0.3672","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_948","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_948","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.6000","0.7200","0.0980","0.1800","0.3944","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_949","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_949","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0100","0.0070","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.7420","0.4600","0.6532","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5200","0.6800","0.0460","0.4600","0.4968","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.6000","0.7200","0.0980","0.4600","0.5336","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6600","0.7400","0.1800","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.7200","0.6200","0.2380","0.1800","0.3400","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.7600","0.7200","0.3400","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.7000","0.5800","0.2780","0.1800","0.3400","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_03","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6400","0.7000","0.2000","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_03","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_04","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.5200","0.6800","0.1000","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.2000","0.0720","0.1800","0.3332","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_19502","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.4600","0.6164","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_19503","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0200","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_19504","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.4600","0.6164","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_19505","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.2000","0.1020","0.4600","0.5612","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_20709","src_anthropic_ei_2026_01_15","live_task_evidence","0.2500","0.6200","0.4500","1.0000","0.7900","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_20709","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_950","src_anthropic_ei_2026_01_15","live_task_evidence","0.2600","0.7700","0.2400","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_950","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1000","0.1900","0.0920","0.1800","0.3672","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_951","src_anthropic_ei_2026_01_15","live_task_evidence","0.2500","0.7500","0.3400","1.0000","0.8000","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_951","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0200","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_952","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.4600","0.6164","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_954","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_955","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0200","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_956","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0200","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_957","src_anthropic_ei_2026_01_15","live_task_evidence","0.2200","0.1800","0.7900","1.0000","0.7000","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_957","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.1800","0.4556","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_958","src_anthropic_ei_2026_01_15","live_task_evidence","0.2000","0.2000","0.1300","1.0000","0.6100","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_958","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.2000","0.1020","0.1800","0.4148","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_959","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.4600","0.6164","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_960","src_anthropic_ei_2026_01_15","live_task_evidence","0.1000","0.1000","0.1100","1.0000","0.5100","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_960","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1000","0.1000","0.0820","0.1800","0.3468","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_961","src_anthropic_ei_2026_01_15","live_task_evidence","0.0900","0.1000","0.1100","1.0000","0.4300","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_961","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.1000","0.0820","0.1800","0.2924","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_962","src_anthropic_ei_2026_01_15","live_task_evidence","0.1000","0.1800","0.1200","1.0000","0.5400","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_962","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1000","0.1900","0.0920","0.1800","0.3672","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_963","src_anthropic_ei_2026_01_15","live_task_evidence","0.2500","0.1000","0.1000","1.0000","0.6200","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_963","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.1800","0.4556","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_964","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.4600","0.6164","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2021_00","task_occ_11_2021_00_965","src_anthropic_ei_2026_01_15","live_task_evidence","0.1900","0.4000","0.5100","1.0000","0.6800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2021_00","task_occ_11_2021_00_965","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.2300","0.4420","0.1800","0.4556","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_01","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.5200","0.8000","0.1000","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_marketing_manager_task_scoring"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_01","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6200","0.7800","0.1800","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_marketing_manager_task_scoring"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.1000","0.0820","0.1800","0.2924","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_03","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.7000","0.8200","0.2400","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_marketing_manager_task_scoring"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6800","0.8000","0.2800","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_marketing_manager_task_scoring"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0200","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_1","src_anthropic_ei_2026_01_15","live_task_evidence","0.1800","0.6100","0.4900","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_1","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.1800","0.4488","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_10","src_anthropic_ei_2026_01_15","live_task_evidence","0.2200","0.5600","0.5800","1.0000","0.7600","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_10","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.1800","0.4488","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_13","src_anthropic_ei_2026_01_15","live_task_evidence","0.2000","0.1700","0.6000","1.0000","0.6900","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_13","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.1800","0.4488","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_15","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.1000","0.0720","0.4600","0.4600","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2022_00","task_occ_11_2022_00_2","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.4600","0.6072","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2022_00","task_occ_11_2022_00_3","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0700","0.1000","0.0525","0.4600","0.4508","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2022_00","task_occ_11_2022_00_4","src_anthropic_ei_2026_01_15","live_task_evidence","0.0700","0.1000","0.0700","1.0000","0.4900","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_4","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0700","0.1000","0.0525","0.1800","0.3332","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_5","src_anthropic_ei_2026_01_15","live_task_evidence","0.0900","0.1000","0.1000","1.0000","0.5000","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_5","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.1000","0.0720","0.1800","0.3400","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_6","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0700","0.1000","0.0525","0.4600","0.4508","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2022_00","task_occ_11_2022_00_7","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.4600","0.6072","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_2022_00","task_occ_11_2022_00_8","src_anthropic_ei_2026_01_15","live_task_evidence","0.2200","0.2100","0.1300","1.0000","0.6300","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_2022_00","task_occ_11_2022_00_8","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.1800","0.4488","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_01","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.4800","0.7000","0.0800","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_02","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6800","0.7800","0.2000","0.6800","0.7600","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_03","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6000","0.7600","0.1400","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_04","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.4600","0.7200","0.1000","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0700","0.1000","0.0525","0.1800","0.3332","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_01","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.5800","0.7000","0.1400","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_02","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.7400","0.7400","0.3000","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_03","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.4200","0.7000","0.0600","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_03","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.2000","0.3420","0.1800","0.4488","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_04","src_reviewed_task_scoring_2026_03","reviewed_task_estimate","0.6800","0.7600","0.2200","0.6800","0.7400","active_supporting","reviewed_task_override|reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.1000","0.0720","0.1800","0.3400","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_3021_00","task_occ_11_3021_00_15198","src_anthropic_ei_2026_01_15","live_task_evidence","0.1800","0.5300","0.4200","1.0000","0.7400","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_3021_00","task_occ_11_3021_00_15198","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1100","0.2100","0.1020","0.1800","0.3468","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_3021_00","task_occ_11_3021_00_966","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0300","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_3021_00","task_occ_11_3021_00_967","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.7700","0.2800","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_3021_00","task_occ_11_3021_00_967","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0300","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_3021_00","task_occ_11_3021_00_968","src_anthropic_ei_2026_01_15","live_task_evidence","0.0900","0.1800","0.6200","1.0000","0.5600","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_3021_00","task_occ_11_3021_00_968","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1600","0.1400","0.6220","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_3021_00","task_occ_11_3021_00_969","src_anthropic_ei_2026_01_15","live_task_evidence","0.2200","0.1900","0.6600","1.0000","0.7100","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_3021_00","task_occ_11_3021_00_969","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2200","0.1600","0.4420","0.1800","0.4624","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
