"occupation_id","prior_key","source_id","source_role","prior_score","prior_type","confidence","promotion_status","notes"
"occ_11_3021_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.5167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.818182|group=occupation_exposure"
"occ_11_3021_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.6740","adaptation_support","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.56"
"occ_11_3021_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1050","live_augmentation","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.56"
"occ_11_3021_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1890","live_automation","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.56"
"occ_11_3021_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1100","live_exposure","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.56"
"occ_11_3021_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.2400","benchmark_percentile","0.6500","benchmark_only","raw_score=0.945070|group=occupation_exposure"
"occ_11_3021_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.0816","benchmark_percentile","0.6500","benchmark_only","raw_score=2.793894|group=occupation_exposure"
"occ_11_3021_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.6122","benchmark_percentile","0.6500","benchmark_only","raw_score=68.000000|group=occupation_exposure"
"occ_11_3021_00","webb_robot","src_webb_2020","benchmark_occupation_prior","0.7347","benchmark_percentile","0.6500","benchmark_only","raw_score=26.000000|group=occupation_exposure"
"occ_11_3021_00","webb_software","src_webb_2020","benchmark_occupation_prior","0.6939","benchmark_percentile","0.6500","benchmark_only","raw_score=50.000000|group=occupation_exposure"
"occ_11_3031_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.9600","benchmark_percentile","0.6500","benchmark_only","raw_score=1.446232|group=occupation_exposure"
"occ_11_3031_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.4425","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
"occ_11_3031_00","gpts_dv_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.0833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.000000|group=occupation_exposure"
"occ_11_3031_00","gpts_dv_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.481481|group=occupation_exposure"
"occ_11_3031_00","gpts_dv_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.7000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.962963|group=occupation_exposure"
"occ_11_3031_00","gpts_human_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.0167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.037037|group=occupation_exposure"
"occ_11_3031_00","gpts_human_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1667","benchmark_percentile","0.6500","benchmark_only","raw_score=0.425926|group=occupation_exposure"
"occ_11_3031_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.5000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.814815|group=occupation_exposure"
"occ_11_3031_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.6330","adaptation_support","0.7100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.55"
"occ_11_3031_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1330","live_augmentation","0.7100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.55"
"occ_11_3031_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2710","live_automation","0.7100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.55"
"occ_11_3031_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1730","live_exposure","0.7100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=1.00|job_zone=4|labor_resilience=0.55"
"occ_11_3031_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.7200","benchmark_percentile","0.6500","benchmark_only","raw_score=1.294551|group=occupation_exposure"
"occ_11_3031_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.4490","benchmark_percentile","0.6500","benchmark_only","raw_score=2.916986|group=occupation_exposure"
"occ_11_3031_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.5102","benchmark_percentile","0.6500","benchmark_only","raw_score=67.000000|group=occupation_exposure"
"occ_11_3031_00","webb_robot","src_webb_2020","benchmark_occupation_prior","0.2041","benchmark_percentile","0.6500","benchmark_only","raw_score=7.000000|group=occupation_exposure"
"occ_11_3031_00","webb_software","src_webb_2020","benchmark_occupation_prior","0.3469","benchmark_percentile","0.6500","benchmark_only","raw_score=28.000000|group=occupation_exposure"
"occ_11_3071_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.1000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.890792|group=occupation_exposure"
"occ_11_3071_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.3761","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
"occ_11_3071_00","gpts_dv_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.035714|group=occupation_exposure"
"occ_11_3071_00","gpts_dv_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.482143|group=occupation_exposure"
"occ_11_3071_00","gpts_dv_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.4167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.928571|group=occupation_exposure"
"occ_11_3071_00","gpts_human_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.3333","benchmark_percentile","0.6500","benchmark_only","raw_score=0.178571|group=occupation_exposure"
"occ_11_3071_00","gpts_human_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.473214|group=occupation_exposure"
"occ_11_3071_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.3167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.767857|group=occupation_exposure"
"occ_11_3071_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.5830","adaptation_support","0.4500","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.54|job_zone=4|labor_resilience=0.37"
"occ_11_3071_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2770","live_augmentation","0.4500","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.54|job_zone=4|labor_resilience=0.37"
"occ_11_3071_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1610","live_automation","0.4500","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.54|job_zone=4|labor_resilience=0.37"
"occ_11_3071_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2940","live_exposure","0.4500","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.54|job_zone=4|labor_resilience=0.37"
"occ_11_3071_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.1600","benchmark_percentile","0.6500","benchmark_only","raw_score=0.904548|group=occupation_exposure"
"occ_11_3071_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.2245","benchmark_percentile","0.6500","benchmark_only","raw_score=2.855052|group=occupation_exposure"
"occ_11_3071_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.5714","benchmark_percentile","0.6500","benchmark_only","raw_score=68.000000|group=occupation_exposure"
"occ_11_3071_00","webb_robot","src_webb_2020","benchmark_occupation_prior","0.7551","benchmark_percentile","0.6500","benchmark_only","raw_score=26.000000|group=occupation_exposure"
"occ_11_3071_00","webb_software","src_webb_2020","benchmark_occupation_prior","0.7143","benchmark_percentile","0.6500","benchmark_only","raw_score=50.000000|group=occupation_exposure"
"occ_11_3121_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.6800","benchmark_percentile","0.6500","benchmark_only","raw_score=1.320417|group=occupation_exposure"
"occ_11_3121_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.3991","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
"occ_11_3121_00","gpts_dv_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.040000|group=occupation_exposure"
"occ_11_3121_00","gpts_dv_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1500","benchmark_percentile","0.6500","benchmark_only","raw_score=0.480000|group=occupation_exposure"
"occ_11_3121_00","gpts_dv_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.3833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.920000|group=occupation_exposure"
"occ_11_3121_00","gpts_human_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.140000|group=occupation_exposure"
"occ_11_3121_00","gpts_human_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.450000|group=occupation_exposure"
"occ_11_3121_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.2500","benchmark_percentile","0.6500","benchmark_only","raw_score=0.760000|group=occupation_exposure"
"occ_11_3121_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.5490","adaptation_support","0.7000","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.80|job_zone=4|labor_resilience=0.41"
"occ_11_3121_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2720","live_augmentation","0.7000","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.80|job_zone=4|labor_resilience=0.41"
"occ_11_3121_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2480","live_automation","0.7000","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.80|job_zone=4|labor_resilience=0.41"
"occ_11_3121_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2850","live_exposure","0.7000","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.80|job_zone=4|labor_resilience=0.41"
"occ_11_3121_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.8400","benchmark_percentile","0.6500","benchmark_only","raw_score=1.359222|group=occupation_exposure"
"occ_11_3121_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.1837","benchmark_percentile","0.6500","benchmark_only","raw_score=2.839391|group=occupation_exposure"
"occ_11_3121_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.6531","benchmark_percentile","0.6500","benchmark_only","raw_score=75.000000|group=occupation_exposure"
"occ_11_3121_00","webb_robot","src_webb_2020","benchmark_occupation_prior","0.1633","benchmark_percentile","0.6500","benchmark_only","raw_score=7.000000|group=occupation_exposure"
"occ_11_3121_00","webb_software","src_webb_2020","benchmark_occupation_prior","0.3061","benchmark_percentile","0.6500","benchmark_only","raw_score=21.000000|group=occupation_exposure"
"occ_11_9041_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.0800","benchmark_percentile","0.6500","benchmark_only","raw_score=0.837011|group=occupation_exposure"
"occ_11_9041_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.3078","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
"occ_11_9041_00","gpts_dv_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1500","benchmark_percentile","0.6500","benchmark_only","raw_score=0.000000|group=occupation_exposure"
"occ_11_9041_00","gpts_dv_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.471429|group=occupation_exposure"
"occ_11_9041_00","gpts_dv_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.5500","benchmark_percentile","0.6500","benchmark_only","raw_score=0.942857|group=occupation_exposure"
"occ_11_9041_00","gpts_human_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.114286|group=occupation_exposure"
"occ_11_9041_00","gpts_human_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.0833","benchmark_percentile","0.6500","benchmark_only","raw_score=0.385714|group=occupation_exposure"
"occ_11_9041_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1167","benchmark_percentile","0.6500","benchmark_only","raw_score=0.657143|group=occupation_exposure"
"occ_11_9041_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.6560","adaptation_support","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.32|job_zone=5|labor_resilience=0.43"
"occ_11_9041_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.5210","live_augmentation","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.32|job_zone=5|labor_resilience=0.43"
"occ_11_9041_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.1780","live_automation","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.32|job_zone=5|labor_resilience=0.43"
"occ_11_9041_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.4490","live_exposure","0.6200","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.32|job_zone=5|labor_resilience=0.43"
"occ_11_9041_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.0600","benchmark_percentile","0.6500","benchmark_only","raw_score=0.647411|group=occupation_exposure"
"occ_11_9041_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.0408","benchmark_percentile","0.6500","benchmark_only","raw_score=2.725489|group=occupation_exposure"
"occ_11_9041_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.5918","benchmark_percentile","0.6500","benchmark_only","raw_score=68.000000|group=occupation_exposure"
"occ_11_9041_00","webb_robot","src_webb_2020","benchmark_occupation_prior","0.6735","benchmark_percentile","0.6500","benchmark_only","raw_score=26.000000|group=occupation_exposure"
"occ_11_9041_00","webb_software","src_webb_2020","benchmark_occupation_prior","0.8163","benchmark_percentile","0.6500","benchmark_only","raw_score=50.000000|group=occupation_exposure"
"occ_11_9141_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.4800","benchmark_percentile","0.6500","benchmark_only","raw_score=1.215396|group=occupation_exposure"
"occ_11_9141_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.3484","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
